frame,structure_id,track_id,morphology,centroid_x,centroid_y,major_axis,minor_axis,orientation,mean_intensity,area,eccentricity,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col
6,1,4,filament,69.67721518987342,55.78481012658228,17.27177820743987,11.784424755478994,-18.41806656054769,0.3421907615537368,158,0.7310782191408634,48,63,65,77
7,1,4,filament,71.74452554744525,54.416058394160586,16.399501155721936,11.20225818724968,-27.366168997951164,0.324272763129236,137,0.7303386003908681,47,65,65,79
8,1,4,filament,63.25764192139738,54.71615720524017,20.201937946298695,15.609103204957885,-29.096023359331113,0.4677517337811256,229,0.6348276738297939,46,55,66,73
9,1,4,filament,65.47305389221557,57.71257485029941,17.206768213698037,14.263799428577592,88.53499883856624,0.3399291892809634,167,0.5593012727092601,51,56,66,74
10,1,4,filament,60.235772357723576,56.14634146341464,16.25499199200771,9.82646552149209,-40.419632131349005,0.4662506967991887,123,0.7965900677422384,50,54,64,68
12,1,4,filament,60.675,56.575,18.9015546986544,11.187101053167252,-15.395096249039897,0.4375210458281952,160,0.8060397362698994,47,54,66,68
13,1,4,filament,61.34013605442177,56.04761904761905,17.180820381130342,11.398475624522243,42.66386596000478,0.5105718431660282,147,0.7482278285224192,48,55,64,71
7,2,5,filament,61.95959595959596,77.11111111111111,16.15424718520716,15.7091133801666,-79.61855028198646,0.2110837637896875,198,0.2331333228627057,70,54,85,70
9,2,5,filament,57.0,79.0,15.67546513676344,15.67546513676344,-45.0,0.2296230543026462,193,0.0,72,50,87,65
40,1,9,filament,62.406143344709896,59.63481228668942,22.391902039027467,17.224090158838607,18.813801885856385,0.6399536523370735,293,0.6389952520833968,48,53,73,73
42,1,9,filament,66.05714285714286,56.982142857142854,26.432063466701816,15.67445928743546,24.291920659111405,0.6224783632801476,280,0.8051956144843574,46,58,73,75
43,1,9,filament,66.62692307692308,56.47692307692308,23.787728147248128,16.30575718583072,24.748300813376343,0.6489363871880696,260,0.7281015374879691,47,58,71,75
57,1,11,filament,64.40522875816994,63.43464052287582,24.636880716930825,19.341486475938424,11.373909271747191,0.5801216693283012,306,0.6194167983768881,54,54,79,74
58,1,11,filament,63.846456692913385,60.125984251968504,20.569778507647264,16.292633343867745,13.828703425250618,0.6377948780479932,254,0.6104347566694346,49,56,71,74
66,1,13,filament,60.32258064516129,63.261648745519715,21.893608879957338,17.388742857228785,10.07420841859755,0.6254196231398135,279,0.607606378535736,51,50,76,70
67,1,13,filament,60.52107279693487,62.191570881226056,21.349288777272477,16.251748225535426,21.194746790031573,0.6667370301636951,261,0.6484803850602443,51,53,74,70
79,1,15,filament,63.75683890577507,64.76899696048632,34.33683541068636,16.1323218180731,35.603829081878146,0.5760163427651477,329,0.8827592953205948,52,52,83,78
81,1,15,filament,62.73309608540925,62.58362989323843,21.966557514141773,16.948471108303,35.068287440293254,0.5641414391723112,281,0.636159098296008,51,54,73,73
88,1,16,filament,61.54671280276817,61.98961937716263,22.14514085819635,17.329866270927795,8.268705948594016,0.6044999206209926,289,0.6225771689385435,50,52,73,71
90,1,16,filament,64.2126245847176,62.29235880398671,23.588923371369926,17.583876087583132,-27.94861420315152,0.5784921889533232,301,0.6665846285274114,51,54,75,75
94,1,17,filament,65.8515625,57.64453125,21.84213717592896,16.100753895696226,5.1981800423913365,0.5216601020133168,256,0.6757380112981348,45,58,68,75
95,1,17,filament,64.04568527918782,60.076142131979694,16.23555679300666,15.523237247657285,22.7443934501834,0.6234899073984692,197,0.2929558972025234,52,57,69,72
96,1,17,filament,64.92523364485982,56.51090342679128,23.62296845037747,18.815578999348215,-9.329076769829912,0.58832518458953,321,0.6046449619175919,45,56,69,77
