frame,structure_id,track_id,morphology,centroid_x,centroid_y,major_axis,minor_axis,orientation,mean_intensity,area,eccentricity,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col
3,1,1,filament,83.85049833887044,66.41528239202658,23.495686076823237,18.35489628336738,-13.366193449545534,0.5924684110676621,301,0.6242773020701866,56,75,81,94
4,1,1,filament,83.60952380952381,68.53015873015873,25.209651771071403,19.95487750124658,-32.42661615794501,0.4909854996069143,315,0.6110952806296658,58,72,82,94
5,1,1,filament,86.52601156069365,61.69942196531792,23.145205558805436,12.81343513674224,54.13083741284384,0.6026422212328939,173,0.8327755473148103,55,76,74,97
6,1,1,filament,87.71088435374149,65.24829931972789,24.476590325139053,17.604534026363737,9.19391936947173,0.4903265866994123,294,0.6947620740361664,54,76,81,97
7,1,1,filament,85.84873949579831,62.07563025210085,23.142319155066524,15.506323147597186,55.58888505775321,0.5199684720622145,238,0.7423232937749354,54,76,74,97
9,1,1,filament,84.41618497109826,65.71676300578035,28.058463994814993,17.46135396020311,26.457408518860372,0.4986831029273822,173,0.7827626366363297,56,73,82,92
10,1,1,filament,88.34615384615384,66.65384615384616,25.063245590064987,18.596923261970367,17.838637661531116,0.4756086397430894,312,0.6704000999622839,55,78,82,99
11,1,1,filament,85.33333333333333,63.714285714285715,23.532360258801862,15.898799516029849,8.634128137898756,0.4662555704043859,231,0.7372552434223024,55,76,81,94
12,1,1,filament,87.18134715025907,67.27979274611398,29.925838706205848,15.856616435842447,6.949639295014728,0.4317256050976571,193,0.8480827970307263,57,77,83,94
13,1,1,filament,86.8586956521739,64.02173913043478,28.544489853218373,10.37630356047179,26.492509789445847,0.497157429279701,184,0.931588983094244,54,78,78,95
14,1,1,filament,85.35766423357664,60.846715328467155,15.606602069840212,12.69390960708283,-89.47320845311233,0.4320300818618503,137,0.5817496126181577,54,77,69,93
15,1,1,filament,86.34782608695652,61.7888198757764,20.863394658133743,13.260220887605245,35.47284378456582,0.4220801741387935,161,0.7720403607406898,53,77,74,93
16,1,1,filament,86.8255033557047,65.3489932885906,24.277149037056976,9.132665811961209,12.384845748623668,0.4762566217279024,149,0.9265451332353768,55,81,79,92
18,1,1,filament,82.50675675675676,73.4358108108108,24.063924805256427,18.074808610673372,-15.514851347562034,0.4752879469195142,296,0.6601697895894999,63,74,88,94
19,1,1,filament,87.2798353909465,71.37037037037037,22.190637245696816,15.398022572042796,3.4482785701968224,0.4755214864573256,243,0.7200740105759872,60,80,85,97
20,1,1,filament,86.28787878787878,66.67424242424242,16.096056659186836,11.089814876740364,51.64382322255708,0.5936186748910929,132,0.7247830835202392,61,79,75,93
21,1,1,filament,85.87155963302752,67.44954128440367,14.47370087434845,10.280736032718304,36.83686149099713,0.5352302103541356,109,0.703894454049448,62,79,75,92
22,1,1,filament,87.63698630136986,69.54794520547945,22.031213314850216,10.5979249527432,14.825425753783332,0.476915196099234,146,0.8766978977805412,62,82,82,93
23,1,1,filament,86.54867256637168,70.07964601769912,21.092037412651887,8.416945096250691,13.194967512954683,0.5673370865320837,113,0.9169257095817818,62,82,81,91
24,1,1,filament,87.33858267716535,69.07086614173228,21.756480380017187,9.4018371051559,5.374750864380757,0.472622734862445,127,0.9018067149684464,61,82,81,93
25,1,1,filament,86.0,67.0,11.783988514976622,11.783988514976622,-45.0,0.5340466888977444,109,0.0,62,81,73,92
26,1,1,filament,85.09473684210526,71.08421052631579,11.505337067278353,10.555200638526836,37.74562933045219,0.6031103485999012,95,0.3979254216086239,65,80,77,91
