frame,structure_id,track_id,morphology,centroid_x,centroid_y,major_axis,minor_axis,orientation,mean_intensity,area,eccentricity,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col
4,1,3,filament,49.46192893401015,43.74111675126903,17.86208664174154,15.225965885741529,29.633350824025992,0.5159725728167522,197,0.5228607745964724,33,42,52,59
5,1,3,filament,51.013468013468014,37.84175084175085,23.96155339543788,17.318932485781453,0.3673421423612065,0.4626849286875778,297,0.6910781547259904,27,42,52,59
8,1,6,filament,53.91111111111111,45.8,29.340348213361448,6.7904992672810565,-80.7784842648227,0.5087555491241068,135,0.9728494304108029,41,41,50,66
9,1,6,filament,49.1231884057971,44.55072463768116,16.43259706032381,11.56726942398124,82.11636872127713,0.3389058045952522,138,0.7102771113711266,39,42,51,59
11,1,6,filament,52.85302593659942,39.789625360230545,25.41892490561782,19.26174230285877,-89.1670143352096,0.5138319812859364,347,0.6525197536622511,31,40,53,67
12,1,6,filament,53.911764705882355,41.94117647058823,22.53444897004965,17.005738719873825,-67.5327052524534,0.5396389194292749,272,0.6561216001601969,32,41,51,64
15,1,8,filament,72.01572327044025,58.4496855345912,24.901411975258934,18.315913999813315,-11.821513756494454,0.6088808890496097,318,0.6774843740414844,47,62,74,84
16,1,8,filament,74.0060975609756,62.0609756097561,32.44841284967973,19.975996101646093,1.9587222751329805,0.6455189255763489,328,0.7880406476884351,50,62,83,84
17,1,8,filament,69.71469740634005,63.55907780979827,29.002160721234414,16.862062432988658,-39.34846894598749,0.6414204024123498,347,0.8136127906264226,51,59,76,81
19,1,8,filament,68.60766961651917,69.54277286135694,33.74518155315082,16.20801909935878,18.94726952661386,0.6098386911811459,339,0.8771008936293638,54,59,87,79
16,2,9,filament,55.67953667953668,39.7027027027027,21.11606432055889,16.24274329103118,78.1918098413352,0.644238899513065,259,0.6389929073894837,32,44,49,66
17,2,9,filament,54.47315436241611,40.93288590604027,24.547702844743142,16.07651087726649,68.08378371391449,0.6110330068599333,298,0.7557077716546896,33,42,51,66
18,1,9,filament,55.41843971631206,44.1241134751773,23.9869654618148,16.40671781919255,56.40388010216338,0.6114831070657676,282,0.7294963364208267,36,43,55,67
22,1,11,filament,69.82781456953643,65.39403973509934,27.481616754791165,19.312713592993195,11.706524013941722,0.6151059386304061,302,0.711436615651916,50,60,82,80
23,1,11,filament,68.64571428571429,61.822857142857146,31.438302260904234,21.237767858348132,-1.4482034518222608,0.5688156388414907,350,0.7373251721288973,47,58,81,80
25,1,11,filament,67.35691318327974,63.0096463022508,28.13610951907228,16.935418682947926,23.326425144559476,0.6245000667242282,311,0.7985635826831456,51,57,81,79
27,1,11,filament,64.83333333333333,63.195035460992905,23.41050144743625,17.901274812883265,-26.07735879533808,0.6930369093233715,282,0.6444237490812489,52,56,74,78
28,1,11,filament,66.14098360655737,68.91803278688525,28.53976190628426,17.40267771415024,30.441638690715553,0.6278267033560136,305,0.7925787648431244,59,56,86,77
27,2,12,filament,61.585284280936456,86.98996655518394,26.450002316009595,17.88513501299359,-37.107274964748264,0.530326626609739,299,0.7367304734645557,74,52,102,75
28,2,12,filament,59.0,89.0,15.67546513676344,15.67546513676344,-45.0,0.5562619971383851,193,0.0,82,52,97,67
30,1,13,filament,49.58646616541353,42.537593984962406,23.08256586931224,16.49015154728794,-7.988012964702387,0.6499517980800897,266,0.6997390329512997,33,41,57,59
32,1,13,filament,52.22418879056047,41.05014749262537,24.42044782044532,19.243225999566576,-73.72029664856366,0.5632167234554957,339,0.6156797926455606,31,39,52,64
33,1,13,filament,53.888475836431226,38.0,21.815310012392818,17.036074058565983,61.63623004077434,0.6529842950980487,269,0.6246274914378209,30,42,49,64
34,1,13,filament,53.92988929889299,37.39483394833948,22.430207374780704,17.942793643119217,-46.72739567272974,0.5970650016930724,271,0.60008156328057,28,42,51,64
36,1,13,filament,51.72147651006711,38.90268456375839,24.280403602724743,17.40464362820669,80.80656907070237,0.641583004499039,298,0.6972597585164281,31,38,50,63
37,1,13,filament,53.67158671586716,41.40590405904059,22.485550664476143,16.317010729182243,56.918666769299946,0.5087605593456872,271,0.688046610817519,34,42,53,64
